1.009605,0.772500,0.710771,0.725311
0.650893,1.101595,0.574492,0.780819
1.046419,0.037407,0.785395,0.316358
0.939629,0.488379,0.592002,0.541894
0.929905,0.263173,0.288500,0.290747
0.972409,0.350134,0.315899,1.609242
0.363605,0.255154,1.292268,-0.026862
0.202196,0.848767,-0.094740,0.585526
0.935050,0.148898,0.975245,0.231588
0.978662,0.735164,0.603149,0.342550
0.914518,0.752579,0.285925,0.537635
1.663206,0.395065,0.379793,0.243456
0.427360,-0.147340,1.829893,0.539898
-1.314033,1.485287,1.128024,0.588915
0.321255,0.578332,0.743840,0.178099
1.236020,0.860947,0.752618,0.163677
0.829207,-0.299478,0.217339,0.813079
-1.145726,1.276192,0.738770,0.683001
2.856631,-0.975635,-0.001081,0.362216
-0.462495,1.218891,0.825505,-0.455874
0.108109,0.435373,0.775368,0.812366
0.739703,0.676155,0.118113,0.623606
0.797683,0.680920,0.894247,0.762165
1.168092,-0.015415,-0.238987,0.418321
0.147010,-0.110944,0.964373,1.430324
-0.517490,0.999208,0.625316,-0.289626
0.747269,0.231247,0.694307,0.416441
0.778614,0.903475,0.783154,0.472321
1.388083,0.449053,-0.005574,0.436196
-0.017476,0.326729,0.918231,0.405270
0.510573,0.379714,0.119035,0.350984
0.673097,0.872000,-0.146289,1.412096
0.604380,0.193490,0.590138,0.519943
0.358009,0.130938,0.029002,0.915043
0.488133,0.421213,0.284718,-0.061108
-0.090901,0.082335,0.640090,0.876119
1.025810,0.800577,1.078428,-0.499067
-0.205662,1.060775,-0.215659,1.519984
0.934851,0.641413,0.641890,0.031799
0.085909,0.041822,0.151375,0.124180
0.447784,0.723356,0.173072,0.497958
0.203623,1.163480,0.062709,0.213660
1.601369,-0.733964,1.376692,-0.474355
-2.782286,0.082688,1.564860,2.135416
0.765421,0.688557,0.416308,-0.060379
0.166860,0.745303,0.135765,0.129949
2.389628,0.186617,-0.252494,-0.301453
-4.371728,2.104138,2.277951,1.666150
5.762438,-0.204863,-1.760382,-2.201821
-0.398853,0.563245,1.015610,-0.091050
0.910006,0.123144,0.432947,0.903929
0.989606,0.472404,0.740215,0.220193
0.659512,0.146994,-0.018654,0.059937
0.141187,0.979361,0.475512,0.493840
1.187539,-0.374004,0.061211,1.100856
-0.003295,0.522383,1.370521,0.890175
0.397454,0.148344,0.784143,0.322673
0.831708,0.356154,0.183015,0.692169
0.324980,0.552536,0.348257,0.785567
0.249977,-0.211754,0.783574,0.709114
1.116054,0.311534,0.239584,-0.209724
1.107161,0.437924,-1.623604,1.427480
0.859592,0.126134,0.013504,0.749479
0.402173,0.505457,1.131265,-0.015843
-0.115011,-0.461566,1.414957,-0.164593
1.222091,1.104717,-0.843278,0.551818
